MS SubClass,MS Zoning,Lot Frontage,Lot Area,Lot Shape,Land Contour,Neighborhood,Condition 1,Bldg Type,House Style,Overall Qual,Overall Cond,Year Built,Year Remod/Add,Roof Style,Exterior 1st,Exterior 2nd,Mas Vnr Type,Mas Vnr Area,Exter Qual,Exter Cond,Foundation,Bsmt Qual,Bsmt Cond,Bsmt Exposure,BsmtFin Type 1,BsmtFin SF 1,BsmtFin Type 2,Total Bsmt SF,Heating,Heating QC,Central Air,Electrical,Gr Liv Area,Bedroom AbvGr,Kitchen AbvGr,Kitchen Qual,TotRms AbvGrd,Functional,Fireplaces,Fireplace Qu,Garage Type,Garage Yr Blt,Garage Finish,Garage Cars,Garage Area,Garage Qual,Garage Cond,Paved Drive,Wood Deck SF,Sale Type,Sale Condition,SalePrice,SalePrice_log,HasPool,HasScreenPorch,Has3SsnPorch,HasEncloseddPorch,HasOpendPorch,HasOpenPorch,HasWoodDeck,HasGarage,HasMasonry,HasBsmt,Total Baths AbvGr,Total Baths Bsmt,Gr Liv Area 2,Gr Liv Area 3
20,RL,4.304065093204169,8.867990898182093,IR1,Lvl,NAmes,Norm,1Fam,1Story,5,7,1957,1957,Gable,WdShing,Wd Shng,None,0.0,TA,TA,CBlock,TA,TA,No,GLQ,6.563855526532128,Unf,6.705639094860003,GasA,TA,Y,FuseA,6.705639094860003,2,1,TA,5,Typ,0,NoFireplace,Detchd,1957.0,Unf,1.0,5.733341276897746,TA,TA,Y,0.0,WD ,Normal,129900,11.77452020265869,0,0,0,0,0,0,0,1,0,1,1.0,1.0,44.96559567051488,301.5230562518723
50,RL,4.204692619390966,9.988793309115229,Reg,Lvl,Edwards,Norm,1Fam,1.5Fin,6,7,1918,1918,Gable,Wd Sdng,Wd Sdng,None,0.0,TA,TA,BrkTil,Gd,TA,Mn,Unf,0.0,Unf,7.059617628291383,GasA,Ex,Y,SBrkr,7.423568444259167,4,1,TA,8,Typ,1,Gd,Detchd,1955.0,Fin,2.0,5.983936280687191,TA,TA,N,4.290459441148391,WD ,Normal,185000,12.128111104060462,0,1,0,0,1,1,1,1,0,0,2.0,0.0,55.10936844660046,409.108168583235
30,RM,4.442651256490317,9.33617975681533,Reg,Lvl,OldTown,Norm,1Fam,1Story,6,5,1923,1923,Gable,Wd Sdng,Wd Sdng,None,0.0,TA,TA,BrkTil,TA,TA,No,Unf,0.0,Unf,7.090909822079984,GasA,TA,Y,FuseA,7.090909822079984,4,1,TA,7,Typ,0,NoFireplace,Detchd,1923.0,Unf,1.0,5.746203190540153,Fa,Fa,Y,0.0,WD ,Family,125000,11.736069016284436,0,0,0,1,0,0,0,1,0,0,1.0,0.0,50.281002104870396,356.53805168944984
60,RL,4.394449154672439,9.24038449332456,IR1,Lvl,NWAmes,PosN,1Fam,2Story,5,7,1976,1976,Gable,Plywood,Plywood,BrkFace,3.80666248977032,TA,Gd,CBlock,TA,TA,No,ALQ,5.945420608606575,Unf,6.660575149839686,GasA,Ex,Y,SBrkr,7.533158807455563,4,1,Gd,9,Typ,1,TA,Attchd,1976.0,Unf,2.0,6.184148890937483,TA,TA,Y,6.107022887742255,WD ,Normal,197500,12.193493863323312,0,0,0,0,1,1,1,1,1,1,2.5,1.0,56.74848161834532,427.4953241129682
90,RL,4.532599493153256,9.401704256754366,Reg,Lvl,Edwards,Norm,Duplex,1Story,4,4,1955,1955,Gable,VinylSd,VinylSd,BrkFace,5.602118820879701,TA,TA,CBlock,TA,TA,No,ALQ,4.897839799950911,Unf,7.273092595999522,GasA,TA,N,FuseF,7.273092595999522,4,2,Fa,8,Typ,0,NoFireplace,NoGrg,0.0,NoGrg,0.0,0.0,NoGrg,NoGrg,Y,0.0,WD ,Normal,118000,11.6784399034478,0,0,0,0,0,0,0,0,1,1,2.0,0.0,52.897875909983064,384.7311496249993
20,RL,4.297285406218791,9.170663554823284,IR1,Lvl,NAmes,Feedr,1Fam,1Story,6,6,1958,1958,Hip,Wd Sdng,Wd Sdng,BrkFace,6.450470422144176,TA,TA,CBlock,TA,TA,No,Rec,5.318119993844216,Unf,7.022868086082641,GasA,Ex,Y,FuseA,7.198183577101943,3,1,TA,7,Typ,1,TA,Attchd,1958.0,RFn,2.0,6.192362489474872,TA,TA,Y,4.394449154672439,WD ,Normal,162000,11.99535161421452,0,0,0,0,0,0,1,1,1,1,1.5,0.0,51.81384680966013,372.9655811717715
20,FV,4.110873864173311,8.881975184248867,Reg,Lvl,Somerst,Norm,1Fam,1Story,7,5,2006,2006,Gable,VinylSd,VinylSd,None,0.0,Gd,TA,PConc,Gd,Gd,No,Unf,0.0,Unf,7.165493475060845,GasA,Ex,Y,SBrkr,7.171656822768514,2,1,Gd,5,Typ,1,Gd,Attchd,2006.0,RFn,2.0,6.35088571671474,TA,TA,Y,5.37989735354046,New,Partial,187750,12.14286656962638,0,0,0,0,1,1,1,1,0,0,2.0,1.0,51.43266158356218,368.85739835889774
60,RL,4.51085950651685,9.593628035139645,Reg,Lvl,NAmes,Norm,1Fam,2Story,6,7,1966,1999,Gable,VinylSd,VinylSd,BrkFace,6.018593214496234,Gd,Gd,CBlock,TA,TA,No,BLQ,6.356107660695892,Unf,7.007600613951853,GasA,Ex,Y,SBrkr,7.595387278853972,4,1,Gd,9,Typ,1,Gd,Attchd,1966.0,RFn,2.0,6.175867270105761,TA,TA,Y,0.0,WD ,Normal,227000,12.33270529646354,0,0,0,0,1,1,0,1,1,1,2.5,0.0,57.689907915776736,438.1771927017477
160,RM,3.091042453358316,7.427144133408616,Reg,Lvl,BrDale,Norm,Twnhs,2Story,6,5,1972,1972,Gable,HdBoard,HdBoard,BrkFace,6.22455842927536,TA,TA,CBlock,TA,TA,No,ALQ,5.6240175061873385,Unf,6.182084906716632,GasA,TA,Y,SBrkr,6.855408798609928,2,1,TA,5,Typ,0,NoFireplace,Detchd,1972.0,Unf,1.0,5.579729825986222,TA,TA,Y,0.0,WD ,Normal,89000,11.396391648714276,0,0,0,0,0,0,0,1,1,1,1.5,0.0,46.99662979605842,322.1811094089124
20,RL,4.262679877041316,8.93075873555827,Reg,Lvl,NAmes,Norm,1Fam,1Story,5,6,1958,1965,Hip,BrkFace,Plywood,None,0.0,TA,TA,CBlock,TA,TA,No,LwQ,6.22455842927536,Unf,6.937314081223682,GasA,TA,Y,SBrkr,7.200424892944957,3,1,TA,6,Min1,0,NoFireplace,Attchd,1958.0,Unf,1.0,5.68697535633982,TA,TA,Y,0.0,COD,Abnorml,139000,11.842229212112828,0,0,0,0,0,0,0,1,0,1,1.0,0.0,51.8461186389414,373.31408325041116
50,RM,4.174387269895637,9.311813340906816,Reg,Lvl,IDOTRR,Norm,1Fam,1.5Fin,2,4,1939,1939,Gable,MetalSd,MetalSd,None,0.0,TA,TA,BrkTil,NoBsmt,NoBsmt,NoBsmt,NoBsmt,0.0,NoBsmt,0.0,GasA,Ex,Y,SBrkr,6.740519359606223,1,1,TA,4,Maj2,0,NoFireplace,Detchd,1950.0,Unf,1.0,5.54907608489522,TA,Fa,N,3.8918202981106265,WD ,Normal,68104,11.128791227563893,0,0,0,0,0,0,1,1,0,0,1.0,0.0,45.43460123722629,306.25280923551264
45,RL,4.174387269895637,8.762646029650282,Reg,Lvl,NAmes,Feedr,1Fam,1.5Unf,6,7,1954,1954,Gable,MetalSd,MetalSd,None,0.0,TA,TA,CBlock,TA,TA,No,Unf,0.0,Unf,6.842683282238422,GasA,TA,Y,FuseA,6.892641641172089,2,1,TA,4,Typ,0,NoFireplace,Detchd,1954.0,Unf,1.0,5.638354669333745,TA,TA,Y,0.0,WD ,Normal,112500,11.630708500626612,0,0,0,0,0,0,0,1,0,0,1.0,1.0,47.50850879361947,327.4591260208919
80,RL,4.297285406218791,9.554851637414007,IR1,Lvl,NAmes,Norm,1Fam,SLvl,5,7,1964,1964,Hip,Wd Sdng,HdBoard,BrkFace,4.465908118654584,TA,TA,PConc,TA,TA,Av,GLQ,6.922643891475888,Unf,7.050122520269059,GasA,TA,Y,SBrkr,7.050122520269059,3,1,TA,6,Typ,1,Gd,Attchd,1964.0,RFn,2.0,6.184148890937483,TA,TA,Y,5.429345628954441,WD ,Normal,180500,12.103486056755072,0,0,0,0,0,0,1,1,1,1,1.0,1.0,49.704227550804944,350.4208940085078
50,RL,4.110873864173311,9.250618218474752,Reg,Lvl,OldTown,Norm,1Fam,1.5Fin,4,5,1915,1915,Gable,MetalSd,MetalSd,None,0.0,TA,TA,BrkTil,TA,TA,No,Unf,0.0,Unf,7.180831199044556,GasA,TA,Y,SBrkr,7.774015077250727,3,1,Gd,8,Min2,1,TA,Detchd,1954.0,Unf,2.0,6.270988431858299,TA,TA,Y,0.0,WD ,Normal,142900,11.869900363917958,0,0,0,1,0,0,0,1,0,0,2.0,0.0,60.435310421321624,469.8250144136823
60,FV,4.406719247264253,9.250714266114455,Reg,Lvl,Somerst,Norm,1Fam,2Story,5,5,2007,2007,Gable,VinylSd,VinylSd,None,0.0,Gd,TA,CBlock,Gd,TA,No,Unf,0.0,Unf,6.587550014824796,GasA,Ex,Y,SBrkr,7.370860166536716,3,1,Gd,8,Typ,0,NoFireplace,Attchd,2007.0,Unf,2.0,6.331501849893691,TA,TA,Y,0.0,New,Partial,212109,12.264855572467235,0,0,0,0,0,0,0,1,0,0,3.0,0.0,54.32957959463767,400.4557340988008
20,RL,4.110873864173311,8.881975184248867,Reg,Lvl,NAmes,Norm,1Fam,1Story,5,3,1950,1950,Gable,WdShing,Wd Shng,None,0.0,TA,TA,CBlock,TA,TA,No,LwQ,6.07073772800249,Unf,6.762729506931879,GasA,Fa,Y,FuseA,7.122059881629142,3,1,TA,6,Min2,1,TA,Attchd,1950.0,Unf,1.0,5.8805329864007,TA,TA,Y,0.0,WD ,Normal,102000,11.532728092266408,0,0,0,0,1,1,0,1,0,1,1.5,0.0,50.72373695751131,361.2574920314008
20,RL,4.499809670330265,9.276221741089696,Reg,Lvl,NAmes,Norm,1Fam,1Story,5,3,1951,1951,Hip,Wd Sdng,Wd Sdng,BrkFace,3.80666248977032,TA,TA,CBlock,TA,Fa,No,LwQ,6.6293632534374485,Unf,7.667158255319148,GasA,TA,N,FuseA,7.667158255319148,4,1,TA,7,Mod,0,NoFireplace,Detchd,1951.0,Unf,2.0,6.270988431858299,TA,TA,Y,0.0,WD ,Normal,137900,11.834284063781393,0,0,0,0,1,1,0,1,1,1,2.0,0.0,58.785315712108556,450.71631865363554
30,RL,4.553876891600541,9.133459327640225,Reg,Lvl,Sawyer,Feedr,1Fam,1Story,4,4,1927,1927,Gable,Wd Sdng,Wd Sdng,None,0.0,TA,TA,BrkTil,Fa,TA,No,Unf,0.0,Unf,6.493753839851687,GasA,TA,N,SBrkr,6.6293632534374485,2,1,TA,4,Typ,0,NoFireplace,Detchd,1945.0,Unf,2.0,6.089044875446846,TA,TA,N,4.394449154672439,WD ,Normal,85000,11.350406535472452,0,0,0,0,0,0,1,1,0,0,1.0,0.0,43.948457146026755,291.35028684914016
20,RL,4.174387269895637,9.09683567117936,IR1,Lvl,Edwards,Norm,1Fam,1Story,4,3,1956,1956,Gable,AsbShng,AsbShng,None,0.0,TA,TA,CBlock,TA,TA,No,Unf,0.0,Unf,6.511745329644728,GasA,Ex,Y,FuseA,6.8679744089702925,3,1,TA,5,Typ,0,NoFireplace,Basment,1956.0,Unf,1.0,5.666426688112432,TA,TA,Y,4.174387269895637,COD,Abnorml,112000,11.626254150277232,0,1,0,0,0,0,1,1,0,0,1.0,0.0,47.16907248227084,323.955982703101
20,RL,4.51085950651685,9.812577677176286,IR1,HLS,StoneBr,Norm,1Fam,1Story,9,5,2005,2005,Hip,VinylSd,VinylSd,BrkFace,6.042632833682381,Ex,TA,PConc,Ex,TA,Gd,GLQ,7.256297239690681,Unf,7.555381944240273,GasA,Ex,Y,SBrkr,7.601402334583733,3,1,Ex,8,Typ,2,Gd,Attchd,2005.0,Unf,3.0,6.583409222158765,TA,TA,Y,5.863631175598097,WD ,Normal,470000,13.06048797368624,0,1,0,0,1,1,1,1,1,1,2.5,1.0,57.781317452215035,439.2190413765912
160,RL,3.218875824868201,7.687080155783135,Reg,Lvl,NPkVill,Norm,Twnhs,2Story,6,5,1976,1976,Gable,Plywood,Brk Cmn,None,0.0,TA,TA,CBlock,Gd,TA,No,ALQ,4.262679877041316,Unf,6.752270376141742,GasA,Gd,Y,SBrkr,7.284134806195205,3,1,TA,6,Typ,1,TA,Attchd,1976.0,RFn,2.0,6.133398042996649,TA,TA,Y,0.0,WD ,Normal,144000,11.877568578558138,0,0,0,0,1,1,0,1,0,1,2.5,0.0,53.05861987482445,386.48613979888944
60,RL,4.418840607796598,9.275472466913964,IR1,Lvl,NridgHt,Norm,1Fam,2Story,8,5,2006,2006,Gable,VinylSd,VinylSd,None,0.0,Gd,TA,PConc,Ex,TA,Gd,Unf,0.0,Unf,6.961296045910167,GasA,Gd,Y,SBrkr,7.779048644925556,4,1,Gd,10,Typ,1,Gd,BuiltIn,2006.0,Fin,3.0,6.511745329644728,TA,TA,Y,5.176149732573829,New,Partial,298236,12.605640398372254,0,0,0,0,1,1,1,1,0,0,2.5,0.0,60.51359782011813,470.73822112216004
20,RL,4.276666119016055,9.143559338285831,Reg,Lvl,NAmes,Norm,1Fam,1Story,4,5,1970,1970,Gable,MetalSd,MetalSd,None,0.0,TA,TA,CBlock,TA,TA,No,Unf,0.0,Unf,6.762729506931879,GasA,Gd,Y,SBrkr,6.762729506931879,3,1,TA,5,Typ,0,NoFireplace,Attchd,1972.0,Unf,1.0,5.638354669333745,TA,TA,Y,0.0,other,Abnorml,116050,11.661776411702585,0,0,0,0,0,0,0,1,0,0,1.0,0.0,45.734510383927095,309.2901228584662
20,RL,5.209486152841421,9.586925780533695,IR3,Lvl,Gilbert,Norm,1Fam,1Story,7,5,2004,2004,Hip,VinylSd,VinylSd,None,0.0,Gd,TA,PConc,Gd,TA,Av,GLQ,7.170888478512505,Unf,7.333676395657684,GasA,Ex,Y,SBrkr,7.333676395657684,3,1,Gd,7,Typ,1,Gd,Attchd,2004.0,Fin,3.0,6.447305862541213,TA,TA,Y,4.976733742420574,WD ,Family,259000,12.464583340681674,0,0,0,0,1,1,1,1,0,1,2.0,1.0,53.78280947622668,394.425720347958
20,RL,4.174387269895637,9.657331226912843,IR1,Lvl,Edwards,Norm,1Fam,1Story,4,5,1954,1954,Gable,VinylSd,VinylSd,None,0.0,TA,TA,CBlock,NoBsmt,NoBsmt,NoBsmt,NoBsmt,0.0,NoBsmt,0.0,GasA,TA,Y,SBrkr,7.232733136177615,2,1,TA,6,Mod,0,NoFireplace,Attchd,1980.0,Unf,2.0,6.212606095751519,Fa,TA,Y,0.0,WD ,Normal,122000,11.711776323715394,0,1,0,1,0,0,0,1,0,0,1.0,0.0,52.31242861916167,378.3618359077368
60,RL,4.189654742026425,9.0068768914288,Reg,Lvl,CollgCr,Norm,1Fam,2Story,7,5,2002,2002,Gable,VinylSd,VinylSd,BrkFace,5.3706380281276624,Gd,TA,PConc,Gd,TA,No,Unf,0.0,Unf,6.7580945044277305,GasA,Ex,Y,SBrkr,7.455876687491824,3,1,Gd,7,Typ,0,NoFireplace,Attchd,2002.0,Fin,2.0,6.297109319933935,TA,TA,Y,5.958424693029782,WD ,Normal,200000,12.206072645530174,0,0,0,0,1,1,1,1,1,0,2.5,0.0,55.59009717908406,414.4729096129379
20,RL,4.204692619390966,9.455558477608704,Reg,Lvl,NAmes,Norm,1Fam,1Story,5,6,1952,2003,Gable,MetalSd,MetalSd,None,0.0,TA,TA,CBlock,TA,TA,No,GLQ,6.490723534502507,Unf,6.9167150203536085,GasA,Ex,Y,FuseA,6.9167150203536085,2,1,TA,4,Typ,0,NoFireplace,Attchd,1952.0,RFn,1.0,5.638354669333745,TA,TA,Y,0.0,WD ,Normal,139500,11.845819880243557,0,0,0,0,1,1,0,1,0,1,1.0,1.0,47.84094667278522,330.9021944395895
20,RL,4.297285406218791,9.3729692954244,IR1,Lvl,NAmes,Norm,1Fam,1Story,5,5,1957,1957,Gable,Wd Sdng,Wd Sdng,Stone,5.713732805509369,TA,TA,CBlock,TA,TA,Mn,Rec,7.028201432058005,Unf,7.388946097618437,GasA,Fa,Y,SBrkr,7.494430215031565,3,1,TA,7,Typ,1,TA,Attchd,1957.0,Unf,3.0,6.871091294610546,TA,TA,Y,0.0,WD ,Normal,169000,12.037653993905211,0,0,0,0,0,0,0,1,1,1,1.5,0.0,56.166484247978076,420.93579662014133
60,RL,4.709530201312334,9.565073431677574,Reg,Lvl,NridgHt,PosN,1Fam,2Story,9,5,2007,2007,Hip,VinylSd,VinylSd,Stone,6.588926477533519,Ex,TA,PConc,Ex,TA,No,GLQ,7.215975002651466,Unf,7.482681828154651,GasA,Ex,Y,SBrkr,7.927685045615778,4,1,Ex,10,Typ,3,Gd,BuiltIn,2007.0,Fin,3.0,6.626717749249025,TA,TA,Y,4.912654885736052,WD ,Normal,462000,13.043320170063875,0,0,0,0,1,1,1,1,1,1,3.5,1.0,62.84819018248004,498.2406574536634
20,RL,4.127134385045092,8.954286157204713,Reg,Lvl,NridgHt,Norm,TwnhsE,1Story,9,5,2006,2006,Hip,MetalSd,MetalSd,BrkFace,6.251903883165888,Gd,TA,PConc,Ex,Gd,No,GLQ,6.931471805599453,Unf,7.430707082545968,GasA,Ex,Y,SBrkr,7.430707082545968,1,1,Ex,6,Typ,1,Gd,Attchd,2006.0,Fin,3.0,6.802394763324311,TA,TA,Y,5.58724865840025,New,Partial,332200,12.713492476161331,0,0,0,0,1,1,1,1,1,1,2.0,1.0,55.215407746598814,410.28952140831535
20,RL,4.394449154672439,9.287394001418471,Reg,Lvl,NWAmes,Norm,1Fam,1Story,6,5,1963,1963,Gable,HdBoard,HdBoard,BrkFace,5.318119993844216,TA,TA,CBlock,TA,TA,No,BLQ,6.42648845745769,Rec,6.959398512133975,GasA,TA,Y,SBrkr,6.959398512133975,3,1,TA,6,Typ,0,NoFireplace,Attchd,1963.0,Fin,1.0,5.7430031878094825,TA,TA,Y,0.0,COD,Normal,127000,11.751942365440728,0,0,0,0,1,1,0,1,1,1,1.0,1.0,48.433227650692594,337.0661324500761
20,RL,3.688879454113936,9.69898173460629,IR1,Lvl,CollgCr,Norm,1Fam,1Story,5,4,1977,1977,Gable,HdBoard,HdBoard,None,0.0,TA,TA,CBlock,Gd,TA,Av,Rec,4.110873864173311,BLQ,6.776506992372183,GasA,TA,Y,SBrkr,6.811244378601294,3,1,TA,5,Typ,0,NoFireplace,Attchd,1977.0,RFn,1.0,5.733341276897746,TA,TA,Y,0.0,WD ,Normal,130000,11.77528972943772,0,0,0,0,0,0,0,1,0,1,1.0,1.0,46.39304998502772,315.9944009166889
70,RL,4.110873864173311,9.114379980830272,Reg,Lvl,Edwards,Artery,1Fam,2Story,4,5,1940,1940,Gable,MetalSd,MetalSd,None,0.0,TA,TA,CBlock,TA,TA,Mn,Unf,0.0,Unf,6.628041376179533,GasA,TA,Y,SBrkr,7.32052696227274,4,1,TA,7,Typ,1,Gd,Detchd,1940.0,Unf,1.0,5.6937321388027,Fa,Po,P,4.795790545596741,WD ,Normal,108000,11.589886506106357,0,0,0,0,0,0,1,1,0,0,1.0,1.0,53.59011500536215,392.3078818080505
90,RL,4.394449154672439,9.35018926709258,IR1,Lvl,NWAmes,Feedr,Duplex,1Story,5,6,1976,1976,Gable,VinylSd,VinylSd,BrkFace,5.10594547390058,TA,TA,CBlock,TA,TA,No,Unf,0.0,Unf,7.427144133408616,GasA,Fa,Y,SBrkr,7.427144133408616,4,2,TA,8,Typ,0,NoFireplace,Detchd,1976.0,Unf,2.0,6.270988431858299,TA,TA,Y,0.0,WD ,Normal,136905,11.827042533619087,0,0,0,0,0,0,0,1,1,0,2.0,0.0,55.16246997842602,409.6996152845957
30,RL,4.59511985013459,9.074749717669835,IR1,Lvl,BrkSide,Norm,1Fam,1Story,5,5,1920,1920,Gable,Stucco,Stucco,None,0.0,TA,Fa,BrkTil,TA,TA,No,BLQ,6.470799503782602,Unf,6.82001636467413,GasA,TA,Y,SBrkr,7.0630481633881725,3,1,TA,6,Maj1,1,Gd,Detchd,1972.0,Unf,2.0,6.206575926724928,TA,TA,Y,0.0,WD ,Normal,144000,11.877568578558138,0,1,0,1,0,0,0,1,0,1,1.0,0.0,49.88664935834104,352.3518071280204
60,RL,4.454347296253507,9.517898598432753,Reg,Lvl,NAmes,Norm,1Fam,2Story,7,6,1965,1990,Gable,HdBoard,HdBoard,BrkFace,5.176149732573829,TA,TA,CBlock,TA,TA,No,BLQ,6.12029741895095,Unf,6.645090969505644,GasA,TA,Y,SBrkr,7.594381242551817,3,1,TA,7,Typ,3,Fa,Attchd,1965.0,Unf,2.0,6.18826412308259,TA,TA,Y,0.0,WD ,Normal,205000,12.230765258120543,0,1,0,0,1,1,0,1,1,1,2.5,0.0,57.674626457222885,438.00310133791623
60,RL,5.1647859739235145,9.625029474611878,IR1,Lvl,NoRidge,Norm,1Fam,2Story,8,5,1995,1996,Gable,VinylSd,VinylSd,BrkFace,6.228511003591184,Gd,TA,PConc,Gd,TA,No,GLQ,6.536691597591305,Unf,7.288244401020124,GasA,Ex,Y,SBrkr,7.9355873855892,4,1,Ex,9,Typ,1,TA,Attchd,1995.0,Fin,3.0,6.698268054115413,TA,TA,Y,0.0,WD ,Normal,403000,12.90669184092882,0,0,0,1,1,1,0,1,1,1,2.5,1.0,62.973547154322425,499.73208642364773
120,RL,3.713572066704308,8.823647949191303,IR1,Lvl,NridgHt,Norm,TwnhsE,1Story,7,5,2005,2006,Gable,VinylSd,VinylSd,Stone,4.553876891600541,Gd,TA,PConc,Gd,TA,No,Unf,0.0,Unf,7.221835825288449,GasA,Ex,Y,SBrkr,7.221835825288449,2,1,Gd,6,Typ,1,Gd,Attchd,2005.0,RFn,2.0,6.163314804034641,TA,TA,Y,4.890349128221754,New,Partial,202665,12.219309648562168,0,0,0,0,1,1,1,1,1,0,2.0,0.0,52.15491268741969,376.65421691079854
60,RL,4.189654742026425,9.24619002486988,IR1,Lvl,Gilbert,Norm,1Fam,2Story,6,5,1995,1996,Gable,MetalSd,MetalSd,None,0.0,TA,TA,PConc,Gd,TA,No,Unf,0.0,Unf,6.693323668269949,GasA,Gd,Y,SBrkr,7.360739903058278,3,1,TA,7,Typ,1,TA,BuiltIn,1995.0,Fin,2.0,5.924255797414532,TA,TA,Y,0.0,WD ,Normal,168000,12.031719258385396,0,0,0,0,1,1,0,1,0,0,2.5,0.0,54.18049192047438,398.8085088463624
20,RL,4.330733340286331,9.209039526243137,Reg,Lvl,Somerst,Norm,1Fam,1Story,8,5,2006,2007,Gable,VinylSd,VinylSd,BrkFace,6.061456918928017,Gd,TA,PConc,Ex,TA,Av,Unf,0.0,Unf,7.493317248862145,GasA,Ex,Y,SBrkr,7.493317248862145,2,1,Gd,7,Typ,1,Gd,Attchd,2007.0,RFn,3.0,6.79794041297493,TA,TA,Y,0.0,New,Partial,147000,11.898187865760873,0,0,0,0,1,1,0,1,1,0,2.0,0.0,56.14980339209495,420.7482902782033
30,RL,3.713572066704308,8.361941906144946,Reg,Lvl,Crawfor,Norm,1Fam,1Story,5,6,1913,2002,Gable,WdShing,Stucco,None,0.0,TA,TA,PConc,TA,TA,No,LwQ,5.902633333401366,Unf,6.089044875446846,GasA,TA,N,SBrkr,6.543911845564792,2,1,Gd,4,Typ,1,Gd,Detchd,1990.0,Unf,1.0,5.8664680569332965,Gd,TA,P,0.0,WD ,Normal,90350,11.411446296020374,0,0,0,1,0,0,0,1,0,1,1.0,0.0,42.8227822425232,280.2285119768892
20,RL,4.394449154672439,9.082620630373812,Reg,Lvl,NAmes,Norm,1Fam,1Story,7,6,1966,1966,Hip,HdBoard,Plywood,BrkFace,5.313205979041787,TA,TA,CBlock,TA,TA,No,BLQ,6.484635235635252,Unf,7.069023426578259,GasA,Ex,Y,SBrkr,7.090909822079984,3,1,TA,6,Typ,1,TA,Attchd,1966.0,RFn,2.0,6.089044875446846,TA,TA,Y,0.0,CWD,Normal,163500,12.004568269319446,0,0,0,0,0,0,0,1,1,1,2.0,0.5,50.281002104870396,356.53805168944984
20,RL,4.23410650459726,9.166597449028265,Reg,Lvl,Edwards,Norm,1Fam,1Story,5,3,1958,1958,Gable,other,Brk Cmn,None,0.0,TA,Fa,CBlock,TA,Fa,No,Unf,0.0,Unf,7.152268856032539,GasA,TA,Y,FuseA,7.152268856032539,3,1,TA,5,Mod,0,NoFireplace,Attchd,1958.0,Unf,1.0,5.860786223465865,TA,TA,Y,0.0,COD,Abnorml,60000,11.002099841204238,0,0,0,0,0,0,0,1,0,0,1.0,0.0,51.154949788973006,365.87395420757997
20,RL,4.297285406218791,9.274253697719836,IR1,Lvl,NAmes,Norm,1Fam,1Story,5,6,1961,1961,Hip,Wd Sdng,Wd Sdng,None,0.0,TA,TA,CBlock,TA,TA,No,Rec,6.82001636467413,Unf,6.957497370876951,GasA,TA,Y,SBrkr,6.957497370876951,3,1,TA,6,Typ,0,NoFireplace,Attchd,1961.0,Unf,1.0,5.910796644040527,TA,TA,Y,0.0,COD,Normal,136500,11.824079893607152,0,0,0,0,1,1,0,1,0,1,1.0,1.0,48.40676966575969,336.7899726821692
20,RL,4.060443010546419,8.76732914779405,IR1,Lvl,Edwards,Norm,1Fam,1Story,5,7,1952,1952,Gable,Wd Sdng,Wd Sdng,None,0.0,TA,TA,PConc,Ex,Gd,Mn,LwQ,5.351858133476067,ALQ,6.888572459565364,GasA,Fa,Y,FuseA,7.046647277848756,2,1,TA,6,Typ,0,NoFireplace,Detchd,1952.0,Unf,1.0,5.733341276897746,TA,TA,Y,0.0,WD ,Normal,123500,11.72399643505017,0,0,0,0,0,0,0,1,0,1,1.0,0.5,49.65523785841328,349.9029466859204
20,RL,4.394449154672439,9.210440366976515,Reg,Lvl,NWAmes,Norm,1Fam,1Story,6,6,1974,1974,Gable,HdBoard,Plywood,BrkFace,5.176149732573829,TA,TA,CBlock,TA,TA,No,ALQ,6.628041376179533,Unf,7.00669522683704,GasA,TA,Y,SBrkr,7.00669522683704,3,1,TA,6,Typ,0,NoFireplace,Attchd,1974.0,Unf,2.0,6.137727054086234,TA,TA,Y,5.69035945432406,WD ,Normal,155000,11.951180395901384,0,0,0,0,1,1,1,1,1,1,2.0,0.0,49.09377800178096,343.985139992476
120,RL,3.218875824868201,7.652070746116482,Reg,Lvl,NPkVill,Norm,TwnhsE,1Story,7,6,1976,1976,Gable,Plywood,Brk Cmn,None,0.0,TA,TA,CBlock,TA,TA,No,ALQ,6.285998094508865,Unf,6.729824070489475,GasA,TA,Y,SBrkr,6.729824070489475,2,1,TA,5,Typ,0,NoFireplace,Attchd,1976.0,Unf,1.0,5.846438775057724,TA,TA,Y,5.017279836814924,WD ,Normal,128500,11.763684183317412,0,0,0,0,1,1,1,1,0,1,1.0,0.5,45.29053201973953,304.7973125517174
30,RM,3.951243718581428,8.71948076085107,Reg,Lvl,BrkSide,Norm,1Fam,1Story,2,3,1936,1936,Gable,AsbShng,AsbShng,None,0.0,Fa,Fa,BrkTil,TA,Fa,No,Unf,0.0,Unf,5.579729825986222,Grav,Fa,N,FuseA,6.68586094706836,1,1,Fa,4,Maj1,1,Po,NoGrg,0.0,NoGrg,0.0,0.0,NoGrg,NoGrg,N,0.0,other,Normal,60000,11.002099841204238,0,0,0,0,0,0,0,0,0,0,1.0,0.0,44.70073660353383,298.86290916275595
